,index,winner_name,winner_hand,winner_ht,winner_age,score,tourney_name,minutes,loser_name,loser_hand,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points
346,602,Maria Sakkari,R,172.0,28.6,6-3 6-4,Indian Wells,77.0,Caroline Garcia,R,177.0,30.3,9.0,3565.0,26.0,1920.0
347,604,Aryna Sabalenka,R,182.0,25.8,6-3 7-5,Indian Wells,95.0,Emma Raducanu,R,175.0,21.3,2.0,8725.0,250.0,301.0
348,605,Iga Swiatek,R,176.0,22.7,6-3 6-0,Indian Wells,81.0,Danielle Collins,R,178.0,30.2,1.0,10105.0,56.0,1180.0
349,608,Yulia Putintseva,R,163.0,29.1,7-5 6-1,Indian Wells,89.0,Ekaterina Alexandrova,R,175.0,29.3,79.0,898.0,16.0,2475.0
350,609,Angelique Kerber,L,173.0,36.1,5-7 6-3 6-3,Indian Wells,133.0,Jelena Ostapenko,R,177.0,26.7,607.0,71.0,10.0,3548.0
351,610,Veronika Kudermetova,R,175.0,26.8,6-1 7-5,Indian Wells,94.0,Nao Hibino,R,163.0,29.2,19.0,2305.0,80.0,888.0
352,611,Caroline Wozniacki,R,177.0,33.6,7-6(5) 6-3,Indian Wells,102.0,Donna Vekic,R,179.0,27.6,204.0,373.0,36.0,1518.0
353,613,Nadia Podoroska,R,170.0,27.0,7-6(3) 6-4,Indian Wells,137.0,Kayla Day,L,173.0,24.4,84.0,852.0,88.0,818.0
354,614,Anastasia Potapova,R,175.0,22.9,7-5 6-1,Indian Wells,99.0,Marie Bouzkova,R,180.0,25.6,33.0,1557.0,40.0,1379.0
355,615,Anna Kalinskaya,R,175.0,25.2,7-5 3-6 6-4,Indian Wells,143.0,Taylor Townsend,L,170.0,27.8,25.0,1943.0,77.0,911.0
356,616,Jasmine Paolini,R,160.0,28.1,6-3 6-3,Indian Wells,77.0,Tatjana Maria,R,172.0,36.5,14.0,2700.0,46.0,1270.0
357,618,Anastasia Pavlyuchenkova,R,177.0,32.6,6-3 6-1,Indian Wells,65.0,Nuria Parrizas Diaz,R,167.0,32.6,24.0,1981.0,134.0,559.0
358,620,Marketa Vondrousova,L,173.0,24.6,6-0 6-2,Indian Wells,64.0,Bernarda Pera,L,175.0,29.2,7.0,4070.0,78.0,906.0
359,622,Caroline Dolehide,R,178.0,25.5,7-5 2-6 6-3,Indian Wells,145.0,Victoria Azarenka,R,180.0,34.5,51.0,1200.0,30.0,1591.0
360,623,Sloane Stephens,R,170.0,30.9,6-0 7-5,Indian Wells,80.0,Sorana Cirstea,R,176.0,33.9,44.0,1297.0,22.0,2223.0
361,625,Naomi Osaka,R,180.0,26.3,7-5 6-3,Indian Wells,97.0,Liudmila Samsonova,R,180.0,25.3,287.0,258.0,15.0,2605.0
362,626,Elise Mertens,R,179.0,28.3,6-1 6-4,Indian Wells,80.0,Xin Yu Wang,R,182.0,22.4,28.0,1646.0,42.0,1346.0
363,628,Coco Gauff,R,175.0,19.9,2-6 6-3 7-6(4),Indian Wells,136.0,Clara Burel,R,176.0,22.9,3.0,6975.0,47.0,1253.0
364,629,Anna Blinkova,R,179.0,25.4,6-2 3-6 6-3,Indian Wells,125.0,Jessica Pegula,R,170.0,30.0,45.0,1270.0,5.0,5145.0
365,630,Diane Parry,R,170.0,21.5,7-5 5-7 6-2,Indian Wells,177.0,Leylah Fernandez,L,168.0,21.4,61.0,1098.0,34.0,1545.0
366,631,Caroline Garcia,R,177.0,30.3,6-1 3-6 6-3,Indian Wells,96.0,Viktoriya Tomova,R,170.0,29.0,26.0,1920.0,75.0,949.0
367,633,Elina Svitolina,R,174.0,29.4,6-3 2-6 6-1,Indian Wells,118.0,Katerina Siniakova,R,174.0,27.8,17.0,2332.0,41.0,1352.0
368,638,Camila Giorgi,R,168.0,32.1,6-3 6-2,Indian Wells,78.0,Katie Boulter,R,180.0,27.5,106.0,691.0,27.0,1700.0
369,640,Yulia Putintseva,R,163.0,29.1,6-2 6-3,Indian Wells,93.0,Tamara Korpatsch,R,170.0,28.8,79.0,898.0,76.0,918.0
370,641,Angelique Kerber,L,173.0,36.1,6-3 6-4,Indian Wells,89.0,Petra Martic,R,181.0,33.1,607.0,71.0,58.0,1143.0
371,642,Nao Hibino,R,163.0,29.2,2-6 6-3 6-0,Indian Wells,121.0,Venus Williams,R,185.0,43.7,80.0,888.0,487.0,112.0
372,643,Caroline Wozniacki,R,177.0,33.6,7-6(6) 6-1,Indian Wells,107.0,Lin Zhu,R,173.0,30.1,204.0,373.0,62.0,1072.0
373,645,Nadia Podoroska,R,170.0,27.0,3-6 6-3 6-3,Indian Wells,121.0,Ashlyn Krueger,R,185.0,19.8,84.0,852.0,71.0,983.0
374,646,Marie Bouzkova,R,180.0,25.6,6-1 6-1,Indian Wells,76.0,Sara Sorribes Tormo,R,176.0,27.4,40.0,1379.0,50.0,1209.0
375,647,Taylor Townsend,L,170.0,27.8,3-6 7-6(3) 6-1,Indian Wells,152.0,Magda Linette,R,171.0,32.0,77.0,911.0,54.0,1190.0
376,648,Tatjana Maria,R,172.0,36.5,7-6(5) 6-2,Indian Wells,112.0,Arantxa Rus,L,180.0,33.2,46.0,1270.0,48.0,1244.0
377,652,Bernarda Pera,L,175.0,29.2,7-5 4-6 7-6(5),Indian Wells,188.0,Daria Saville,R,166.0,30.0,78.0,906.0,116.0,652.0
378,655,Sloane Stephens,R,170.0,30.9,7-5 6-3,Indian Wells,92.0,Mayar Sherif,R,180.0,27.8,44.0,1297.0,70.0,983.0
379,657,Naomi Osaka,R,180.0,26.3,6-3 6-1,Indian Wells,69.0,Sara Errani,R,164.0,36.8,287.0,258.0,100.0,727.0
380,658,Xin Yu Wang,R,182.0,22.4,6-0 6-4,Indian Wells,70.0,Anna Karolina Schmiedlova,R,176.0,29.4,42.0,1346.0,69.0,993.0
381,661,Anna Blinkova,R,179.0,25.4,6-1 2-6 6-4,Indian Wells,106.0,Karolina Pliskova,R,184.0,31.9,45.0,1270.0,39.0,1392.0
382,662,Diane Parry,R,170.0,21.5,7-5 6-3,Indian Wells,121.0,Martina Trevisan,L,160.0,30.3,61.0,1098.0,59.0,1125.0
383,663,Viktoriya Tomova,R,170.0,29.0,6-4 7-6(5),Indian Wells,99.0,Sofia Kenin,R,170.0,25.3,75.0,949.0,55.0,1189.0
384,667,Emma Raducanu,R,175.0,21.3,6-2 6-3,Indian Wells,105.0,Rebeka Masarova,R,186.0,24.5,250.0,301.0,96.0,757.0
385,669,Danielle Collins,R,178.0,30.2,6-3 6-2,Miami,75.0,Ekaterina Alexandrova,R,175.0,29.3,53.0,1205.0,16.0,2475.0
386,670,Elena Rybakina,R,184.0,24.7,6-4 0-6 7-6(2),Miami,153.0,Victoria Azarenka,R,180.0,34.6,4.0,5848.0,32.0,1591.0
387,671,Ekaterina Alexandrova,R,175.0,29.3,3-6 6-4 6-4,Miami,118.0,Jessica Pegula,R,170.0,30.0,16.0,2475.0,5.0,5035.0
388,672,Danielle Collins,R,178.0,30.2,6-3 6-2,Miami,80.0,Caroline Garcia,R,177.0,30.4,53.0,1205.0,27.0,1865.0
389,673,Elena Rybakina,R,184.0,24.7,7-5 6-7(4) 6-4,Miami,168.0,Maria Sakkari,R,172.0,28.6,4.0,5848.0,9.0,3825.0
390,674,Victoria Azarenka,R,180.0,34.6,7-6(4) 1-6 6-3,Miami,175.0,Yulia Putintseva,R,163.0,29.1,32.0,1591.0,68.0,1008.0
391,675,Ekaterina Alexandrova,R,175.0,29.3,6-4 6-2,Miami,84.0,Iga Swiatek,R,176.0,22.7,16.0,2475.0,1.0,10715.0
392,677,Caroline Garcia,R,177.0,30.4,6-3 1-6 6-2,Miami,103.0,Coco Gauff,R,175.0,20.0,27.0,1865.0,3.0,7150.0
393,678,Danielle Collins,R,178.0,30.2,6-3 6-2,Miami,89.0,Sorana Cirstea,R,176.0,33.9,53.0,1205.0,24.0,2018.0
394,680,Elena Rybakina,R,184.0,24.7,6-3 7-5,Miami,84.0,Madison Keys,R,178.0,29.0,4.0,5848.0,18.0,2342.0
395,681,Victoria Azarenka,R,180.0,34.6,7-5 6-1,Miami,107.0,Katie Boulter,R,180.0,27.6,32.0,1591.0,30.0,1690.0
396,682,Yulia Putintseva,R,163.0,29.1,6-4 7-6(5),Miami,143.0,Anhelina Kalinina,R,179.0,27.1,68.0,1008.0,36.0,1483.0
397,684,Ekaterina Alexandrova,R,175.0,29.3,6-4 3-6 6-3,Miami,125.0,Anastasia Pavlyuchenkova,R,177.0,32.7,16.0,2475.0,22.0,2091.0
398,686,Jessica Pegula,R,170.0,30.0,7-5 6-4,Miami,101.0,Leylah Fernandez,L,168.0,21.5,5.0,5035.0,35.0,1490.0
399,688,Caroline Garcia,R,177.0,30.4,7-6(4) 7-5,Miami,108.0,Naomi Osaka,R,180.0,26.4,27.0,1865.0,229.0,323.0
400,689,Sorana Cirstea,R,176.0,33.9,7-5 6-2,Miami,88.0,Daria Kasatkina,R,170.0,26.8,24.0,2018.0,11.0,3118.0
401,691,Maria Sakkari,R,172.0,28.6,7-5 6-4,Miami,125.0,Dayana Yastremska,R,175.0,23.8,9.0,3825.0,33.0,1577.0
402,692,Anna Kalinskaya,R,175.0,25.2,6-3 6-1,Miami,69.0,Jelena Ostapenko,R,177.0,26.7,25.0,1973.0,10.0,3493.0
403,693,Madison Keys,R,178.0,29.0,6-4 7-6(5),Miami,103.0,Xin Yu Wang,R,182.0,22.4,18.0,2342.0,43.0,1316.0
404,694,Elena Rybakina,R,184.0,24.7,6-3 6-7(3) 6-4,Miami,144.0,Taylor Townsend,L,170.0,27.9,4.0,5848.0,72.0,974.0
405,696,Katie Boulter,R,180.0,27.6,6-2 6-3,Miami,90.0,Beatriz Haddad Maia,L,185.0,27.8,30.0,1690.0,13.0,2870.0
406,698,Anhelina Kalinina,R,179.0,27.1,6-4 1-6 6-1,Miami,122.0,Aryna Sabalenka,R,182.0,25.8,36.0,1483.0,2.0,8195.0
407,699,Iga Swiatek,R,176.0,22.7,6-1 6-1,Miami,67.0,Camila Giorgi,R,168.0,32.2,1.0,10715.0,107.0,691.0
408,701,Anastasia Pavlyuchenkova,R,177.0,32.7,6-2 6-1,Miami,75.0,Shelby Rogers,R,175.0,31.4,22.0,2091.0,325.0,208.0
409,702,Ekaterina Alexandrova,R,175.0,29.3,6-3 6-4,Miami,83.0,Donna Vekic,R,179.0,27.7,16.0,2475.0,34.0,1518.0
410,707,Coco Gauff,R,175.0,20.0,6-1 6-2,Miami,77.0,Nadia Podoroska,R,170.0,27.0,3.0,7150.0,78.0,919.0
411,710,Naomi Osaka,R,180.0,26.4,6-2 7-6(5),Miami,90.0,Elina Svitolina,R,174.0,29.5,229.0,323.0,17.0,2397.0
412,712,Sorana Cirstea,R,176.0,33.9,6-2 6-1,Miami,52.0,Sloane Stephens,R,170.0,30.9,24.0,2018.0,41.0,1352.0
413,713,Danielle Collins,R,178.0,30.2,6-2 6-2,Miami,62.0,Anastasia Potapova,R,175.0,22.9,53.0,1205.0,29.0,1707.0
414,715,Maria Sakkari,R,172.0,28.6,6-2 6-2,Miami,79.0,Yue Yuan,R,184.0,25.4,9.0,3825.0,37.0,1436.0
415,716,Dayana Yastremska,R,175.0,23.8,7-5 7-5,Miami,125.0,Daria Saville,R,166.0,30.0,33.0,1577.0,115.0,661.0
416,718,Jelena Ostapenko,R,177.0,26.7,7-6(3) 6-4,Miami,123.0,Laura Siegemund,R,168.0,36.0,10.0,3493.0,90.0,795.0
417,719,Xin Yu Wang,R,182.0,22.4,6-3 6-2,Miami,88.0,Veronika Kudermetova,R,175.0,26.8,43.0,1316.0,19.0,2305.0
418,721,Taylor Townsend,L,170.0,27.9,6-2 6-2,Miami,78.0,Elise Mertens,R,179.0,28.3,72.0,974.0,28.0,1756.0
419,722,Elena Rybakina,R,184.0,24.7,3-6 7-5 6-4,Miami,147.0,Clara Tauson,R,182.0,21.2,4.0,5848.0,91.0,793.0
420,726,Beatriz Haddad Maia,L,185.0,27.8,3-6 6-1 6-4,Miami,140.0,Diane Parry,R,170.0,21.5,13.0,2870.0,54.0,1200.0
421,727,Yulia Putintseva,R,163.0,29.1,6-1 4-6 6-3,Miami,141.0,Liudmila Samsonova,R,180.0,25.3,68.0,1008.0,15.0,2605.0
422,729,Anhelina Kalinina,R,179.0,27.1,5-7 7-5 6-4,Miami,198.0,Caroline Wozniacki,R,177.0,33.6,36.0,1483.0,129.0,588.0
423,730,Aryna Sabalenka,R,182.0,25.8,6-4 6-3,Miami,83.0,Paula Badosa,R,180.0,26.3,2.0,8195.0,80.0,906.0
424,731,Camila Giorgi,R,168.0,32.2,6-4 6-2,Miami,95.0,Magdalena Frech,R,171.0,26.2,107.0,691.0,47.0,1270.0
425,734,Donna Vekic,R,179.0,27.7,6-4 2-6 6-2,Miami,121.0,Karolina Pliskova,R,184.0,31.9,34.0,1518.0,46.0,1282.0
426,738,Lin Zhu,R,173.0,30.1,6-2 6-4,Miami,84.0,Marie Bouzkova,R,180.0,25.6,63.0,1072.0,39.0,1404.0
427,739,Nadia Podoroska,R,170.0,27.0,6-4 6-2,Miami,81.0,Ashlyn Krueger,R,185.0,19.8,78.0,919.0,75.0,963.0
428,740,Arantxa Rus,L,180.0,33.2,6-0 6-3,Miami,102.0,Sara Sorribes Tormo,R,176.0,27.4,57.0,1174.0,52.0,1218.0
429,741,Viktoriya Tomova,R,170.0,29.0,6-2 6-4,Miami,99.0,Tamara Korpatsch,R,170.0,28.8,73.0,969.0,77.0,928.0
430,743,Claire Liu,R,170.0,23.8,6-4 6-1,Miami,79.0,Petra Martic,R,181.0,33.1,114.0,662.0,60.0,1143.0
431,744,Sloane Stephens,R,170.0,30.9,6-2 6-3,Miami,70.0,Angelique Kerber,L,173.0,36.1,41.0,1352.0,342.0,191.0
432,745,Danielle Collins,R,178.0,30.2,3-6 6-1 6-1,Miami,106.0,Bernarda Pera,L,175.0,29.2,53.0,1205.0,81.0,906.0
433,747,Yue Yuan,R,184.0,25.4,6-4 6-2,Miami,99.0,Anna Blinkova,R,179.0,25.5,37.0,1436.0,44.0,1300.0
434,748,Daria Saville,R,166.0,30.0,6-4 2-6 6-4,Miami,152.0,Shuai Zhang,R,177.0,35.1,115.0,661.0,711.0,49.0
435,750,Laura Siegemund,R,168.0,36.0,4-6 6-2 6-2,Miami,160.0,Aleksandra Krunic,R,163.0,31.0,90.0,795.0,626.0,66.0
436,754,Clara Tauson,R,182.0,21.2,6-3 3-6 6-2,Miami,120.0,Caroline Dolehide,R,178.0,25.5,91.0,793.0,50.0,1245.0
437,755,Katerina Siniakova,R,174.0,27.8,6-2 6-4,Miami,84.0,Ana Bogdan,R,171.0,31.3,42.0,1352.0,66.0,1054.0
438,758,Diane Parry,R,170.0,21.5,7-6(2) 6-2,Miami,105.0,Jaqueline Cristian,R,180.0,25.7,54.0,1200.0,82.0,884.0
439,760,Lesia Tsurenko,R,174.0,34.8,2-6 6-1 6-4,Miami,144.0,Magda Linette,R,171.0,32.0,40.0,1387.0,55.0,1190.0
440,761,Caroline Wozniacki,R,177.0,33.6,6-1 6-4,Miami,78.0,Clara Burel,R,176.0,22.9,129.0,588.0,45.0,1287.0
441,763,Danielle Collins,R,178.0,30.2,7-5 6-3,Miami,122.0,Elena Rybakina,R,184.0,24.7,53.0,1205.0,4.0,5848.0
442,764,Camila Osorio,R,162.0,22.2,6-3 7-6(5),Bogota,115.0,Marie Bouzkova,R,180.0,25.6,85.0,822.0,42.0,1349.0
443,766,Camila Osorio,R,162.0,22.2,7-6(4) 6-4,Bogota,111.0,Sara Errani,R,164.0,36.9,85.0,822.0,117.0,654.0
444,767,Marie Bouzkova,R,180.0,25.6,2-6 6-2 7-5,Bogota,178.0,Laura Siegemund,R,168.0,36.0,42.0,1349.0,89.0,795.0
445,770,Camila Osorio,R,162.0,22.2,1-6 6-3 6-3,Bogota,109.0,Tatjana Maria,R,172.0,36.6,85.0,822.0,46.0,1270.0
446,776,Sara Errani,R,164.0,36.9,6-2 4-6 6-4,Bogota,180.0,Sara Sorribes Tormo,R,176.0,27.4,117.0,654.0,50.0,1227.0
447,779,Marie Bouzkova,R,180.0,25.6,6-0 6-3,Bogota,74.0,Rebecca Marino,R,183.0,33.2,42.0,1349.0,156.0,466.0
448,787,Laura Pigossi,R,164.0,29.6,6-4 6-1,Bogota,75.0,Nadia Podoroska,R,170.0,27.1,119.0,653.0,67.0,1051.0
449,795,Danielle Collins,R,178.0,30.2,6-2 6-1,Charleston,77.0,Daria Kasatkina,R,170.0,26.9,22.0,2140.0,11.0,3173.0
450,796,Daria Kasatkina,R,170.0,26.9,6-4 4-6 7-6(5),Charleston,167.0,Jessica Pegula,R,170.0,30.0,11.0,3173.0,5.0,4860.0
451,797,Danielle Collins,R,178.0,30.2,6-3 6-3,Charleston,85.0,Maria Sakkari,R,172.0,28.6,22.0,2140.0,7.0,4030.0
452,798,Jessica Pegula,R,170.0,30.0,6-4 3-6 7-6(7),Charleston,156.0,Victoria Azarenka,R,180.0,34.6,5.0,4860.0,26.0,1916.0
453,799,Daria Kasatkina,R,170.0,26.9,6-7(4) 6-2 6-3,Charleston,162.0,Jaqueline Cristian,R,180.0,25.8,11.0,3173.0,83.0,844.0
454,800,Maria Sakkari,R,172.0,28.6,6-2 6-4,Charleston,93.0,Veronika Kudermetova,R,175.0,26.9,7.0,4030.0,19.0,2305.0
455,801,Danielle Collins,R,178.0,30.2,6-3 6-4,Charleston,83.0,Elise Mertens,R,179.0,28.3,22.0,2140.0,30.0,1646.0
456,802,Jessica Pegula,R,170.0,30.0,6-2 6-2,Charleston,59.0,Magda Linette,R,171.0,32.1,5.0,4860.0,63.0,1080.0
457,803,Victoria Azarenka,R,180.0,34.6,6-7(5) 6-3 6-4,Charleston,166.0,Taylor Townsend,L,170.0,27.9,26.0,1916.0,68.0,1034.0
458,804,Daria Kasatkina,R,170.0,26.9,6-1 6-4,Charleston,83.0,Anhelina Kalinina,R,179.0,27.1,11.0,3173.0,33.0,1593.0
459,806,Veronika Kudermetova,R,175.0,26.9,7-5 6-1,Charleston,97.0,Beatriz Haddad Maia,L,185.0,27.8,19.0,2305.0,13.0,2870.0
460,807,Maria Sakkari,R,172.0,28.6,6-4 6-1,Charleston,90.0,Astra Sharma,R,178.0,28.5,7.0,4030.0,135.0,544.0
